,condition_id,token_id,outcome,price,winner,min_incentive_size,max_incentive_spread,active,closed
0,0x9deb0baac40648821f96f01339229a422e2f5c877de55dc4dbf981f95a1e709c,14270523446080509320829200481895961480205553513304203367521919818541658424782,Chiefs,1.0,False,0.0,0.0,True,True
1,,,,0.0,False,0.0,0.0,False,False
2,0x5317986240be3ab100ccbebeb8213ab45d1f5c502e6da17e1c9b30f9c6dcb52c,112856288650667655013857354239294366111272834754068370340237314111424124768219,Yes,1.0,True,0.0,0.0,True,True
3,0x3d23087a0ed34ca1577afb1ae860714e9deddc8ff3cbfc5c15929c1472c59203,20492996617166017062175278506524441320525786101399791089815795223193644269098,Yes,0.0001,False,0.0,0.0,True,True
4,0x9831cf4e59285e5487e788d8a1435cb4753b9076a38512848ac1488348192f27,67301836300648827488886150283993448209143439372241617696200490831510066942724,Yes,1.0,True,0.0,0.0,True,True
5,0x92e46e922e9f87353535007c0e254ec43fc97c84a4a9a11a135d6c8d5c1ddf3d,31516658159749091294002641874775521581363766436343246251138419132667956781116,Maddalena,1.0,True,0.0,0.0,True,True
6,0x81d356ed5d42b84038a414187a8bb64afb597946c89c629220a98736bea25421,8906446780448623832893600210111371071244279387238615932903449715921300937001,Yes,0.0,False,0.0,0.0,True,True
7,0x2a5cf651ddefca0f57f09a3eee5e1ec7372012453deb8aeada73bd0e80710123,57069541293691464872739795149914974745895488382005475601197514215101185779756,Lakers,0.9693,False,0.0,0.0,True,True
8,0x4f036df28c705bf2e02318dac9e82fe3da62c682a238d37f16e389737dccafc6,78383847163528190035708608095701681360797858898215934742325379956281696898450,Yes,0.9979,False,0.0,0.0,True,True
9,0x7bc9c1311924e8dc2907dc00591b3d9528683f75924b99c436cca16dca39a28d,18701906317507298752028556213680793592795050346143743596744388137594776057836,Bulls,0.0002,False,0.0,0.0,True,True
10,0xe6837ecc9485f588af6858b0b307293ba1af60969fa386c59af2da8e37b1fd94,34481482853889239557635054125294223660163902387435233350481658461894480561203,Yes,0.0004,False,0.0,0.0,True,True
11,0x0de4ed9c811667ff9485e0f7aa3788a8db7c2147050f33defef2e2a302665433,45119618568427259556353873688243668201774394578145125280438548676993229690946,Celtics,0.0,False,0.0,0.0,True,True
12,0x3648ab7c146a9a85957e07c1d43a82272be71fde767822fd425e10ba0d6c0757,2006684570364241896555682377056547936147873475006821796350135481625081540323,Yes,0.0,False,0.0,0.0,True,True
13,0xd305baec7b9b2438d05e887dc84dbbb293a670ee443e541cbe888bfc5f1ba8dd,80317148485891539958670478226829607361073081528131995578326247003331251222905,Yes,1.0,True,0.0,0.0,True,True
14,0x4276d9db726fc5cd4e301087130b2d5b788d69eefaab55dd9bdb74028432ba6f,26277764470810345299003231733401105721055084599268283615195275932247963254036,Yes,1.0,False,0.0,0.0,True,True
15,0xe3c42f6d6223c0355d7183ce2405e8b2e2456c536049ace975ec9f0622032a28,111217048893715148157293144589148822103495183890716026407706555406529831978704,Yes,0.0,False,0.0,0.0,True,True
16,0x562a1c278fd84b9cd2147253fc9497ca07a616a59f7bc0c99966f321fa4493f4,54640934133536830902397330678975503905046193373389601769070372963866091231957,Nuggets,0.0,False,0.0,0.0,True,True
17,0x0caf5c072f5abb4fe484b569949a9e414dc73d0d1af81be5effea1c2a48e4833,48479984676432677557122491017951160228301130784207804545419686276865000611799,Cowboys,0.0,False,0.0,0.0,True,True
18,0xb2835b87edf84f35410ea3f67ab405eb23cec6b28a1a3cbb74d2121b2683bddd,75388453175673390925887192961877051339942627464791920979479914258685676338113,Timberwolves,0.0,False,0.0,0.0,True,True
19,0x9dd2a37809c893a30f08ec6aeeb64e7cadcc57fbcb5daf9f0eb24533064c0bce,91646825519638652024924938233183993113817051408588594977041410882710500489699,Wizards,0.0,False,0.0,0.0,True,True
20,0x9c4d05a5b1cec55d56626ede111048cb6c43ec8e8c777f794b605d33be0c82ec,105045584662682185685970556727114212674702864314804848740433640162087194646657,Yes,0.0003,False,0.0,0.0,True,True
21,0x7c97080dfbbe71bfa52ba51c82cb0cdfe47cd7b87842047c58647c8ff1d1fef4,36161990524808999529099890841186860907449767867066339846328156147773282747583,Yes,0.5,False,0.0,0.0,True,True
22,0xcdb5f97de6c7fa67609e5fd0545849b7b4e793fb8e0201848055e067a266b40e,11576521136575099849385883235663155833368306550321607714359007906075648349803,Spurs,0.0,False,0.0,0.0,True,True
23,0x861b87321dbad58c882e759cfbfa342220c046f744d7e33fca88c76163a80b8a,58556933860919823136363034858350137516783358604730966165576766857388929443670,Cavaliers,0.0,False,0.0,0.0,True,True
24,0x7bdbb78a104e7301cc9c6e0fef64bb5733c8fbe69ab8082cf26e227f91908ffa,66840793208895902134770756801876217714621927881254495944557040037466903434752,Guardians,0.0,False,0.0,0.0,True,True
25,0x93745569f8eae315ab44bbbd18488fd2d27e4186f46d8eaed06d8274149d0075,91062083114111419090146042256013828236846209012589195527260997553275751363870,Heat,0.0,False,0.0,0.0,True,True
26,0xf570dd1484dad512183817748d6507b17e16736ef91df40d05345e8e726f4df9,13109914525314007783369415104821535023801033353474231036967098629785285692162,Heads,0.0009,False,0.0,0.0,True,True
27,0xacb2aabc6f3fead7c19d52a2b82dc4438ba9589e1ff941da4622e59a4819e0c1,57799010478442185186541101940219441451580652511487999095465280793256099865060,Yes,0.0,False,0.0,0.0,True,True
28,0x7bb90b216f9686eeec780ca9cc89757080e613c3973ecfb64c7b6348d258ee1d,83397941921678775177683698896713734782694378595265047324995459758729944336733,Yes,0.0,False,0.0,0.0,True,True
29,,,,0.0,False,0.0,0.0,False,False
30,0xa6c757e355ebcaa746e4fd536c2569ffa351ae3e1cb5128a4b8ceb20fe3457f9,22538174636485934940027636373677582368107415722015463009710356520063913489587,Raptors,0.0,False,0.0,0.0,True,True
31,0x3960e6ba226b18e349a586703c942d334325f3c026d179a7bcf8a524edaa40f4,57965156656408802359577770578870325632966587434597313703831843903067339521534,Lakers,0.0103,False,0.0,0.0,True,True
32,0x3dd748f11097f1f4fe8c1adb5344360fd3ec2f0492d5eff1f1f2f0a2c15b2bba,81983093341191476262286143310663812867867275697167728942955235200118231569217,Spurs,0.0,False,0.0,0.0,True,True
33,0xdef4297663a67c326bf3eba80f74eaf6de133e73649eb31fb2f9007b77a6c4db,99560205050468630605733531253970693390389883242407639061855702452844865650446,Wizards,0.5836,False,0.0,0.0,True,True
34,0x8715043d46e61f2540e5d63288582a21ffe8ed735ac566211683802624de3a05,20665929052353072937598277467925056741715448248602136210995928171550484153000,Yes,0.0012,False,0.0,0.0,True,True
35,0x07d12a9048efaa37e41802960a3beae89344d666697c4d96bd83183d6ca98eae,62577363516805193119194888840720826506632929530060943950622802666644431782725,Yes,1.0,False,0.0,0.0,True,True
36,0xec8ac7ee6c07430720d094add42b65f9bb58eee4d50cf871eb283683266f0ce1,39289679472414837821583732143216494588121212380555769760833586790049952727976,Yes,0.0012,False,0.0,0.0,True,True
37,0xfe773f8e17ec4e757faf70567f2d85644e3611f2748392f46bb9329877db6025,14864690048411863509864136642933020552751693168334543712606679003596269883303,Yes,0.001,False,0.0,0.0,True,True
38,0x4e594a100e668efef3859b366d1c83ba4cc1a45b6f0344db0e7778e86f794632,112995906020160761789947914683892160209338292390000258553437017517303243885881,Heat,0.0,False,0.0,0.0,True,True
39,0x774f5c5c25f80dc03ad5aada57dd679e79e99ddc27ca1e18440c19b0082da427,43158910816044834978559493505015343723013202703172364548378828046523764499263,Jazz,0.0,False,0.0,0.0,True,True
40,0x7142a197a729ecdf239aebda93b0ad1002cc3379aa7638e535f4f52b0c49c0ac,79325337743161925757005263170268423430317894841280909418869516584840261903579,Yes,0.0,False,0.0,0.0,True,True
41,0xdd42e83a5365621cb1648d1d1d5f0b0b124dfa8def5dce21b6e1ae3ce0d6b81b,32047176487972589606935430145853663773018421907222986284805383820221449800098,Nuggets,0.0739,False,0.0,0.0,True,True
42,0x8f6fa8af6176b37ebd99317b6a9caf28ee61f29a807dcbd56074a01eb4d975b8,106522989057330725781727137109968308404342521445681659314101363937153135946454,Yes,1.0,False,0.0,0.0,True,True
43,0xf8fa60fa33aaa7394ff92cf195fcc45b2d5de4bac43fcb537e0323c9b64b4d01,56854778582279152963301831119080686371971576741615690358980536418756036606518,Jazz,0.0,False,0.0,0.0,True,True
44,0x8d4d93af5b60101fe62eed34c1bf224772c9eca08e6b20133464a63334d45385,50704207056736616228968863530974795238122824149643789058133772904215352005018,Seahawks,0.0,False,0.0,0.0,True,True
45,0x1409177eae7f1b0406bc0eea9d2715c9f76d88ec7765aed03cf39d59f36008f7,93161692958130071140707303038219679429250610405728840035276830076675494144291,Yes,0.0,False,0.0,0.0,False,True
46,0x1e28e73363c1a45a7ea8f4fffeacb82f315afa1a401d344a1b87627296ce28ef,65802362820020567329932154906104722382903008851403603648660735230391455112176,Yes,0.0,False,0.0,0.0,True,True
47,0xf7c7f26b211e1674fd0bba3011c93bdc926fe2e0ca958783bc7eb24b2dd08d0f,100609607625182382624193104548921774973445408678431158778514964996831797085537,Yes,0.0,False,0.0,0.0,True,True
48,0x8d7660da3088d01897bf73df65e73c181d74e1bcdcbe621f99ecce51ff626515,36764825915347157594036157173801405569203332753041751426269506219355355541575,Mavericks,0.0,False,0.0,0.0,True,True
49,0x5ef7d98e2b55953be12acc6aa5c13129bfef55a0e48b14ac0f479e08981f9bd1,102122366921728883686007723122183182680201356871652918420191682492250640822215,Yes,1.0,False,0.0,0.0,True,True
50,0xb01a3f1db2b9150eaa813faee68602887a61efd781ac7fbda2868ab5b8cd9e6a,65832068603837896051404624033637065024292179881289060451809853775685847177746,Strickland,1.0,False,0.0,0.0,True,True
51,0x09776586b8dc3f65cee05adb6e5c1f647dba76992c314a77d80a191cab6bb8c0,26430229334445961376968322516392779151001660223387778747930666455579577999631,Crystal Palace,0.0,False,0.0,0.0,True,True
52,0xc0f6fc1ef71052492781bf8f1614cb3e767fd4a71fc2f1dfd1899dbb195fefea,59807065909300685172612218308381429575745612931150980239075273322751866141474,Yes,0.9999,False,0.0,0.0,True,True
53,0x7b76dda87a490fe7fb793ba900c02685aaa193c75277c39f396121f902f9786c,36430544462570115479940657234002209450370604907241767679295768862183843744752,Yes,0.5,False,0.0,0.0,False,False
54,,,,0.0,False,0.0,0.0,False,False
55,0x53ce825c15da3e717559906a2e66823b89b4d402314aea2b1fb21d60b8ee2788,52281723055382920618855681333533600254171778687620613180438026468901421830056,Yes,1.0,True,0.0,0.0,True,True
56,0xb7e10f4e27c23797fea410d0ea486ff2c310caec82e88cb65eb0326f0b7ff8c5,52644003969251968869441622436463110626097607363533001723463307168427841907869,Yes,1.0,True,0.0,0.0,True,True
57,0xaa968e919537d995b648920cf7062e97ad1fa93448f83acbf66e83a188412aef,72143289102632285085208862379827798207830572094763850842218609344007568524853,Jazz,0.0,False,0.0,0.0,True,True
58,0x768603866bc5ce73836ccae47d72ee47cdd605d41320d3894ca41412f784d775,35557859467763341635362789570856827321272210357501754618844815551576922983291,Yes,0.0,False,0.0,0.0,True,True
59,0x0490fe6653f28e4bb6a9cf4b1c29dc1eb40b079a7482f5f101b5999f64329e67,103504657933698074185469401655587402623389713255905669605560633199646477626105,Yes,0.0,False,0.0,0.0,True,True
60,0x4d40e1d7849ae33e49a0fc4a18b45169e4456b684b0d584b4cc582a9fc4b7ac0,110809743739971564369615674270177617181939911976045928758113281138063773814652,Yes,0.0,False,0.0,0.0,True,True
61,,,,0.0,False,0.0,0.0,False,False
62,0x79b8f85909b60007ae1b688fcea76096f0396b74d46b518394b1d23cc4aace9c,44625820084319871920084345592053514019425050321031502882375859729394791327594,Knicks,0.9997,False,0.0,0.0,True,True
63,0x00b64a6a871db574b5ef8a9702437687ced76de894e086b1d3d5604feeaae586,9002767896513307433373760038953934858769604991808707205317638291339294953989,Yes,0.0,False,0.0,0.0,True,True
64,0x0ea37da314e0fd0b6abb8068db294c49ffa81774904e7758e9f2c933d1d29090,10748995181593457604578084084863969524423821326200131005262948389275614744679,Do Kwon,0.0,False,0.0,0.0,True,True
65,0x57867706b9da251c0eb72e208bfb77d0b5c457766adcb51b525b1a65b5e9c362,68201855214234134581281471754953756625866357572771588242023512777154689185134,Yes,0.0,False,0.0,0.0,True,True
66,0xd2db839bff0e5451bd9e918be44d51e7ff0156925532536f3e72f583bf691365,59296159884441737739435180130625919870851703985380506633887946837907970791512,Cubs,0.0,False,0.0,0.0,True,True
67,0x4aab2d93da5601dc0cff2d7f946d913469806574996a786c83e2bdb78e78ea3d,73850664060258272028027989457962903558432079609666921317027859844097566010027,Hornets,0.0,False,0.0,0.0,True,True
68,0x5aaf16f92e6f9b932cfb2fc5e76b4318b9a8505b4f94fd2b46806767811a6e2c,14082859048648738381851683424212524622368710741865751113505650631828824229381,Yes,0.0,False,0.0,0.0,True,True
69,0x506796c1fb3bbc85ca33427fcf8df6136896d9c4b7abec36e7b9a9e6b074621e,25701001948440085211847746191266626907443286230451819785215356975761105252268,Eagles,0.0,False,0.0,0.0,True,True
70,0x3753d85f9518471f0af3d0b77e85c574ef2ec8505b85c9940b6b5a364dc1b7c0,95196047910037192032083955889922659069395562121440270459358091711536943150180,Bulls,0.0,False,0.0,0.0,True,True
71,0x08fbe3be22b176f9fd7a915ccd5b23470d6671747a05a4500346897f2834113e,50543573631414368777068097718195199982611650330220913106287841507687662300122,Yes,0.0,False,0.0,0.0,True,True
72,0x5a0ff447289515c213a3e96f4d54397ac7c32795d6fc150934dfd60a447c6ef3,86834412828331039642937492979383895697721207131384454387465409530496400975580,Cavaliers,0.9976,False,0.0,0.0,True,True
73,0x44baaf9f4fce83be6fc27b1e8fd5f28cd5b948cd1bce4594a40d583f660dd383,109294243959697120712790200443603618068603717589182727622687212112242962250623,Broncos,0.0,False,0.0,0.0,True,True
74,0x7e2993407cc511025f35b0939ed82e30363e66492cc9164adfb2a2601595e4d3,25133410881087172940718001885475619856008709600480741631267304443855034740459,Cavaliers,1.0,True,0.0,0.0,True,True
75,,,,0.0,False,0.0,0.0,False,False
76,0x264185ffc9f9521fc80059c789bc258e7b52e6fc53e667a38d993caa969cf9c0,102051647939414695636916479284208418294956531538263944335993021134741577780694,Chargers,1.0,False,0.0,0.0,True,True
77,0x41190eb9336ae73949c04f4900f9865092e69a57cf9c942a6157abf6ae8d16c6,65818619657568813474341868652308942079804919287380422192892211131408793125422,Yes,1.0,True,0.0,0.0,True,True
78,0x852808d01707cfb05a7607de5c013b3032a233121feb9dac7e07f8a525d21324,22207013590997407050988861457787052567209556488918536459234680360317702922459,Eagles,0.0,False,0.0,0.0,True,True
79,0x2f58c48e45f1deae2522eb864cdf4cd7b92b91750c5cf269fb1b3815095371f3,80450717582987854903663627341076445240410169785553798547958695362234461082194,Mavericks,0.0,False,0.0,0.0,True,True
80,0x02ba76b36ffb6ec21751d270905a642769d1508c102b1275ca3fa46abd3a2710,84358536076794190566281282771045821073392632216347910120806230777130420551280,Yes,1.0,True,0.0,0.0,True,True
81,0xded6ca666cd3a200828571f13a98499c744f92d36f7069791ac520f3a9436d92,51809482284360564553298883322020771231569888227767691394709253027906421549137,Yes,0.0,False,0.0,0.0,True,True
82,0x2e6d778fdd50c156663f480135e25951ee12806ea431c57147fa5fee560ac984,83352528418430739958443625375606313874462991872146808840377835940031376324569,Thunder,0.0,False,0.0,0.0,True,True
83,0x2fc8e11dfde785c51787bd6436692c5d15604d9b056dea63e3a643f8cf2b5f1e,19428939696249473293521801154291420538934809100352952349856839588157809981408,Hawks,1.0,False,0.0,0.0,True,True
84,0xe8f643087de188c963d04434cfbdf89b867fc0e95823739daad6fbbed4f0f9a0,11035104291194787268692898561255766721479577900326511577902987823184631768771,Dolphins,0.0001,False,0.0,0.0,True,True
85,0x3784ea734e3886a167bf3d8de6b79290e2dcf57e71812f9db5cfe165936d3215,100299615833860717861695156210002025817496421474264537699755386813000932190489,Yes,0.5,False,0.0,0.0,True,True
86,0xea3fb1012ca3aeca9130378ae1213d66baf5b9257b497ab7128cc11c7cd8f2b6,79548980067537300003460966029042208358870424249141404999005167981471312427166,Bucks,0.0,False,0.0,0.0,True,True
87,0xe2f3f4b6d10cfd0ed288ed9d57c9b39a647f59236a7024f52cb798ad0e374afa,74301972082557881570468493456330516699234877713748220908274830422957549577149,Cavaliers,0.0,False,0.0,0.0,True,True
88,0x0edd67fcb3841fc3193a85bf07db0bf918d2b75fb1a4d33a31ad6f863646b9b6,72840109916708508075306103726330041307624736800034090380222501910470916480629,Yes,0.0003,False,0.0,0.0,True,True
89,0x98c01e1f5053e57fcb59add64b9c0f74ac784609b80ab1a8754e934878468310,58410023360445133337002742789209293559332988923893081558084399803488340569229,Yes,0.0,False,0.0,0.0,True,True
90,0x4f962e881c8f9c2fef18e8ba5fc142d8f66b0e3f8ed68a6ecbe5eb1da260e947,11714409342849351387756988183545851496850420798548445789998181252740156582506,Yes,0.0,False,0.0,0.0,True,True
91,0x7ac566f42640340864c61669d12089df95709b2b80caa7f05fd3146115c7b8e7,28037011176808467187164274242234888807910254610745460186409273510890033031494,Hawks,0.0,False,0.0,0.0,True,True
92,,,,0.0,False,0.0,0.0,False,False
93,,,,0.0,False,0.0,0.0,False,False
94,0x6013aa7243f1041e8416a35aa9adb9f9c7fc12bff5ecb9d93ffdcd7c2c2e7d71,43011227500433636504297277148920618759533236221972041276609749369036964501507,Yes,0.0,False,0.0,0.0,True,True
95,0xba0d63b2c45a3e8e267687ac01cff91445265534b3d719bd96f0ac964cc32f18,105376091957328597532972330635927616641185851592317675369421012588233981469543,Yes,0.0001,False,0.0,0.0,True,True
96,,,,0.0,False,0.0,0.0,False,False
97,0x9b03d90455c1b6bd684802a4d8353fe1eaa23bd26cac36a0873511125ce08243,11490032965207487679424217696984778628979644177307668274176262312489733829008,Yes,0.0,False,0.0,0.0,True,True
98,0x957317f0e45d7eab8b03741f44e3a60afb33c63b314e26f33eb179c747bb15d6,88614733039710120421186909144377177320748536097131524035161784071351495572603,Buccaneers,1.0,False,0.0,0.0,True,True
99,0x9412b855478d1dc1ba433a18de8bd082dc22b0c3a30c01f307016c2a07c11572,50840823040491579160844190313425221953810324677596615897772385992533441988174,Yes,0.0,False,0.0,0.0,True,True
100,0xc711d217e8668cee635079ef8ed17d4f2c22ebbdd11ff4ff2b04763b2579417f,27268697996056955290612273877011166912064472427911913541694233753465175786906,Pacers,0.0,False,0.0,0.0,True,True
101,0xcaf3c9c84568ed53b6ad167116029f40f49123d018c17fa6866f51ba3e875270,108431706848631459976433292757409048618223424107970521191343833730596246657787,Yes,0.0,False,0.0,0.0,True,True
102,0xec6402396c09097512cbf9ad9854700e076d8867331bffad45677476f14cdc15,4140599426638361332277250610467051568178963594684417690213696583362858550652,Yes,1.0,False,0.0,0.0,True,True
103,0xc03f3229164b28670a7a50439bfb5dd2bed2c50de508bc2ae0391d37b48d1810,99797325193940650293777738007974137011774368519432515326551017491100470628467,Yes,1.0,True,0.0,0.0,True,True
104,0x944bf7a9166c7ea9d1a2a34452d081a08ed30e7c0328657723f3947a6d0833d5,8041736696567182366989643314932952988295786435478162004317716815644007675622,Yes,0.0,False,0.0,0.0,True,True
105,,,,0.0,False,0.0,0.0,False,False
106,0xcda9f53a729a1d801a8a09f66de7da28e7138510990f307671b15be2e98a3131,67908395008857407053310683604888454672460509987622307919127361393828046740846,Yes,0.0006,False,0.0,0.0,True,True
107,0x95a9617675b07886da1849618f4151ffc74866ec5ba4c49b01e66a566e027ddd,62602984063332420429875852652214962107848324899315995508638006704694630568437,Yes,1.0,True,0.0,0.0,True,True
108,0x2c8432eb438250dd3f8a1f1610036d7b385a16e8cc28009052413825695c39ff,113555137334832360620619768862993889115018922414214403956767020376877794576059,Hornets,0.0103,False,0.0,0.0,True,True
109,0xdb6ec0db23cc48839cc7912f5253c4d7b57f861f11ae54aea8ff6ed1efb7e935,70276383073891790372982290479083607506460207562821394967086996435890136309777,Yankees,0.0,False,0.0,0.0,True,True
110,0x77b73053944b9ac13a7b1fd51245a5a56b9acba194ce687524b44a34ae1b9bf4,25140675381729615046898354236160034238487088000100572156404266930379742486628,Yes,1.0,True,0.0,0.0,True,True
111,0x5af58e632e2b88d9cd8aedce9b4a5b9c7457d11384f8c946c781652cbf99f92e,65282269914370464645420666442056603241072867785244904024898079344591365422559,Eagles,0.998,False,0.0,0.0,True,True
112,0x5844ea37c476f40ac08f622ce395e62a3f4e1fb4030f123113dc0b2871b5b9bd,23177480719943796959285926483910740106351266591664103746877937080970097925895,Yes,0.0,False,0.0,0.0,True,True
113,0x6617fba8404d05fc408345d8831e6f9e5b006f103dc6f37d4774336106aa045e,18693589081895873195910455096214475600640168817439978367203441518795732866210,Djokovic,0.0,False,0.0,0.0,True,True
114,,,,0.0,False,0.0,0.0,False,False
115,0xb64675e1b7d39a31c8eddaaf8b7fe4a7f18155ce64fb8d2b11cc142e4af3fc2b,62299540921210118298958149413742760326273363272552566639819689285295035429847,Bucks,0.0,False,0.0,0.0,True,True
116,0xa7ec429638204aec6d768bc2e7cc24c8276b3e5af40fca95858c9848c32e403e,65704149775735729568704480486804518728804893711185074977030921731160469713318,Yes,0.0,False,0.0,0.0,True,True
117,0x311198b7194c8eb1890df4d3a2e5171a313066bba76b0bdb431af757eeaf4e51,111350394483029570823157092176785817077270431134711686441545759038263842946639,Yes,0.0,False,0.0,0.0,True,True
118,0xeca68615d9cf454ef6c2f30f2c5c41a8e863ef7256b54c635691a163bf883e4a,8147558892181572544710142911425102492177857920868391666595167141771141459898,Bulls,0.0169,False,0.0,0.0,True,True
119,0x8091de39d7661f0515a50b16220bb081cbee44b463ebeae8300e8784f485e3d2,94262922367210385233982420462416184637643780054008225571292603466430454892502,Yes,1.0,False,0.0,0.0,True,True
120,0x99ba269df3e81aedee7938ffc5f4ca1ba3c53a8416bf18374e71609cd0911f41,76517854834314612623361934653862413753851935792655213595198667944661124324530,Yes,1.0,True,0.0,0.0,True,True
121,0xbe5522b50b59cae5645f01470783c2f502191d32ef9ecb6afbfd398be3d61711,23016510842466770097974730229527616107593577299501988997085814530508783850470,Titans,0.0,False,0.0,0.0,True,True
122,0x6252e8030bf93d85ef8b6354b1f463ffd27fd1da10755adce4167abaee563621,27564146384290809250159878551077999027405803301377733310402827304466189033077,Bucks,0.0,False,0.0,0.0,True,True
123,0xf20e1825339f7e4c0b8868176f7d1f876674a554ef838dbaf266814098887fc2,7159451925409748697249276641584040284266163813199393865973074577829835857018,McClellan,1.0,False,0.0,0.0,True,True
124,0xebc2c693e0b225d75cebe4695b10a23c618015668dfa7830e4bf52fa6a685798,28466589081327985675463181242090623680658034183364727144949943670485864325011,Yes,0.0,False,0.0,0.0,True,True
125,0xba660571ee8ced6fd2f31ef50802af4a6ebb77e2fcb4476e35a90c0b87dd4a44,91508026272475967677846291749770212655609068835200776224889083812872057827296,Ravens,0.0,False,0.0,0.0,True,True
126,0x88975f0c24f7b623bb6e157586958af54c2f2f3ef8454b514f9ab5a6e58d3001,36818632239136736577034045756945604347876867571848151598108847294000785583117,Pacers,0.0,False,0.0,0.0,True,True
